User_ID,Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score,AI_Predicted_Score
U10193,51,Female,9.5,10,Non-Vegetarian,4.5,Low,272,485.43,95,48.4,49.45
U10194,36,Female,10.0,8,Non-Vegetarian,9.1,Low,401,465.84,53,26.19,28.59
U10195,25,Male,7.5,4,Non-Vegetarian,11.0,High,277,378.63,79,71.36,71.86
U10196,46,Male,7.9,4,Non-Vegetarian,1.7,Medium,93,332.43,86,95.98,93.72
U10197,57,Male,7.6,7,Vegetarian,7.5,Medium,168,472.1,53,39.41,36.52
U10198,33,Male,4.6,5,Non-Vegetarian,5.9,Low,293,304.77,55,56.2,58.08
U10199,45,Male,6.6,2,Non-Vegetarian,7.6,Medium,142,426.91,82,69.81,73.54
U10200,47,Female,6.6,1,Non-Vegetarian,6.4,Low,394,527.62,95,48.28,52.63
U10201,40,Female,4.4,3,Non-Vegetarian,9.1,Medium,340,494.77,87,48.39,51.65
U10202,46,Male,8.8,6,Non-Vegetarian,7.9,High,28,250.03,61,92.02,93.73
U10203,37,Female,4.8,6,Vegetarian,10.5,Medium,5,413.51,57,46.33,46.04
U10204,34,Other,7.6,7,Vegetarian,11.4,Low,119,361.99,64,48.39,46.67
U10205,43,Female,4.8,5,Vegetarian,6.3,Medium,103,475.16,51,39.4,44.02
U10206,56,Female,7.2,6,Non-Vegetarian,11.7,Low,106,310.48,48,49.98,49.16
U10207,50,Male,4.2,9,Non-Vegetarian,2.3,Low,394,524.22,56,14.7,10.58
U10208,31,Male,7.5,9,Non-Vegetarian,8.1,Medium,281,330.6,78,68.13,68.66
U10209,48,Male,7.4,10,Non-Vegetarian,1.0,Medium,338,484.4,83,52.31,56.26
U10210,33,Female,4.1,6,Non-Vegetarian,11.5,Low,53,337.89,88,60.58,60.53
U10211,38,Male,4.3,10,Non-Vegetarian,11.3,Low,189,229.01,76,62.7,58.99
U10212,52,Male,8.8,10,Vegetarian,4.1,Medium,98,200.27,95,100.0,98.52
U10213,36,Male,7.1,6,Non-Vegetarian,9.7,High,345,501.98,64,39.09,42.75
U10214,23,Male,5.3,6,Non-Vegetarian,8.5,Medium,477,416.15,59,41.45,37.97
U10215,40,Female,7.3,1,Vegan,5.9,Low,439,475.71,97,59.18,60.47
U10216,43,Female,5.0,4,Non-Vegetarian,7.7,High,256,427.84,55,51.52,51.71
U10217,26,Male,7.3,10,Non-Vegetarian,5.8,Low,304,267.95,70,65.16,67.53
U10218,30,Male,4.6,9,Non-Vegetarian,5.5,Medium,298,511.72,52,22.7,21.81
U10219,32,Male,4.9,3,Vegetarian,6.0,Low,92,277.71,54,68.68,73.57
U10220,49,Male,6.5,7,Non-Vegetarian,9.2,Medium,138,508.27,94,49.73,45.37
U10221,56,Female,8.9,6,Non-Vegetarian,7.8,High,231,334.36,69,78.25,82.71
U10222,34,Female,6.7,7,Non-Vegetarian,4.7,High,100,285.96,75,90.19,91.33
U10223,46,Female,6.5,6,Non-Vegetarian,5.1,Medium,37,392.26,82,73.23,72.7
U10224,57,Male,6.1,6,Vegetarian,3.8,Medium,34,419.56,73,65.39,68.82
U10225,35,Female,6.7,10,Non-Vegetarian,4.6,Medium,417,541.92,76,30.84,26.34
U10226,51,Male,9.1,7,Non-Vegetarian,6.0,Medium,227,216.44,49,84.09,84.58
U10227,42,Female,7.6,8,Non-Vegetarian,11.8,High,53,414.27,65,53.9,56.26
U10228,29,Other,7.7,2,Non-Vegetarian,7.8,High,282,549.22,67,46.02,50.05
U10229,32,Other,4.3,4,Non-Vegetarian,5.7,Low,476,575.14,91,27.17,31.45
U10230,41,Female,6.6,4,Non-Vegetarian,7.3,Low,14,292.41,80,80.23,80.66
U10231,26,Male,8.1,1,Non-Vegetarian,5.1,Low,368,531.5,45,28.11,26.92
U10232,57,Female,5.4,9,Non-Vegetarian,5.0,High,88,491.85,87,55.06,52.08
U10233,37,Male,5.0,2,Non-Vegetarian,5.5,High,459,238.53,60,88.82,88.16
U10234,42,Female,4.1,5,Vegetarian,3.5,Medium,353,377.55,53,54.46,56.37
U10235,41,Male,5.1,4,Non-Vegetarian,7.8,High,35,577.54,73,40.04,44.4
U10236,43,Female,4.8,7,Non-Vegetarian,10.5,Low,386,377.64,82,45.19,44.76
U10237,31,Male,9.5,9,Non-Vegetarian,1.1,Medium,236,282.35,76,90.57,91.05
U10238,22,Male,5.3,3,Non-Vegetarian,7.9,Medium,390,507.41,43,26.88,28.14
U10239,46,Male,8.4,8,Non-Vegetarian,8.0,Medium,330,321.76,98,82.57,81.2
U10240,25,Male,8.6,3,Non-Vegetarian,3.7,Medium,123,376.12,53,72.0,72.37
U10241,34,Female,6.9,6,Vegetarian,4.8,Medium,407,343.37,77,72.73,75.34
U10242,39,Female,7.9,8,Non-Vegetarian,5.6,Medium,307,324.33,99,85.7,81.81
U10243,35,Male,5.4,1,Vegetarian,4.8,Medium,467,432.48,71,60.68,65.58
U10244,44,Male,8.1,2,Non-Vegetarian,1.9,Low,222,506.09,79,55.06,56.57
U10245,19,Male,8.5,5,Non-Vegetarian,7.3,Medium,18,304.6,77,88.42,92.84
U10246,18,Male,5.8,1,Non-Vegetarian,5.8,Low,119,460.33,95,64.3,62.11
U10247,58,Female,8.7,1,Non-Vegetarian,1.1,Medium,146,506.25,88,75.46,78.39
U10248,25,Male,9.9,9,Vegetarian,10.1,Low,48,503.92,51,22.2,22.76
U10249,38,Male,9.4,6,Non-Vegetarian,2.6,Low,51,401.65,82,70.94,67.47
U10250,41,Male,5.6,5,Vegan,7.2,High,167,247.08,51,81.38,83.1
U10251,19,Female,8.5,7,Vegan,9.8,Low,494,367.83,58,41.11,45.51
U10252,55,Other,5.1,4,Vegetarian,3.2,High,191,525.57,48,39.98,35.27
U10253,45,Male,6.9,3,Vegetarian,2.6,Medium,59,405.96,89,84.56,81.82
U10254,51,Female,9.5,5,Vegetarian,10.2,High,273,572.82,43,24.27,20.32
U10255,29,Female,4.1,9,Non-Vegetarian,8.9,Low,44,279.58,89,68.87,69.38
U10256,22,Male,8.2,2,Non-Vegetarian,2.6,Medium,383,239.99,75,100.0,98.47
U10257,53,Male,9.7,8,Non-Vegetarian,8.0,Medium,83,305.85,60,73.77,78.56
U10258,25,Male,6.2,8,Non-Vegetarian,4.9,Low,382,252.56,61,64.82,60.14
U10259,47,Male,8.1,9,Vegan,9.2,Low,92,408.92,49,33.91,36.03
U10260,27,Male,4.7,6,Vegetarian,3.6,Medium,98,407.56,87,70.61,69.76
U10261,38,Male,6.2,7,Non-Vegetarian,1.7,High,231,396.38,99,84.67,80.12
U10262,51,Female,8.5,7,Vegetarian,1.9,Low,26,556.26,85,44.42,45.53
U10263,51,Female,4.0,4,Vegetarian,3.4,Low,277,244.33,62,74.64,75.77
U10264,21,Female,5.6,3,Non-Vegetarian,3.5,Low,420,262.24,77,81.34,79.06
U10265,28,Female,6.5,10,Non-Vegetarian,9.1,High,451,209.15,57,73.97,72.07
U10266,39,Female,7.9,1,Non-Vegetarian,10.6,Medium,93,524.69,72,49.59,46.84
U10267,58,Female,5.4,8,Vegetarian,2.3,Medium,121,367.27,86,75.72,73.29
U10268,40,Female,6.5,3,Non-Vegetarian,9.8,Low,158,460.18,51,32.94,34.6
U10269,51,Male,6.6,2,Vegan,2.7,Medium,83,379.46,70,80.25,77.66
U10270,47,Female,5.4,3,Non-Vegetarian,2.5,High,310,452.74,46,52.39,49.19
U10271,42,Female,8.5,6,Non-Vegetarian,2.1,Low,294,527.8,82,44.0,45.65
U10272,41,Female,6.8,4,Vegetarian,8.2,High,19,581.24,73,42.55,46.68
U10273,42,Female,9.0,7,Non-Vegetarian,5.0,Medium,34,283.68,76,91.54,92.72
U10274,47,Male,5.3,9,Vegan,4.4,Medium,342,345.62,56,54.56,55.64
U10275,56,Male,7.0,6,Vegetarian,10.7,Medium,278,543.55,69,29.3,27.62
U10276,33,Female,9.7,2,Vegetarian,10.3,Low,391,539.19,54,24.26,22.59
U10277,27,Male,4.6,4,Non-Vegetarian,1.7,Medium,406,411.51,62,57.95,56.52
U10278,48,Male,10.0,4,Vegetarian,4.0,Low,19,292.01,82,92.95,92.52
U10279,28,Other,4.2,4,Non-Vegetarian,6.0,Medium,277,344.14,60,63.5,66.13
U10280,26,Female,5.5,3,Vegetarian,1.6,Medium,305,360.82,61,71.86,67.52
U10281,53,Male,4.8,4,Non-Vegetarian,10.7,Medium,496,506.87,56,24.15,23.12
U10282,36,Male,7.7,9,Non-Vegetarian,4.4,High,221,216.14,67,93.86,95.16
U10283,22,Male,9.3,2,Non-Vegetarian,8.8,Medium,251,233.14,56,90.52,88.63
U10284,29,Other,4.4,1,Non-Vegetarian,1.8,Low,175,524.75,56,36.14,40.54
U10285,27,Other,7.7,6,Non-Vegetarian,6.0,Medium,132,260.33,43,74.87,76.71
U10286,31,Male,9.1,10,Vegetarian,3.4,Medium,376,316.67,76,75.8,80.45
U10287,37,Male,6.9,7,Vegetarian,4.0,Medium,439,505.4,75,43.29,47.52
U10288,37,Female,6.7,8,Non-Vegetarian,7.0,Medium,23,449.01,42,37.61,40.3
U10289,53,Female,9.8,1,Vegetarian,2.0,Low,176,484.42,84,67.34,69.55
U10290,42,Male,8.9,7,Vegetarian,1.2,Low,79,406.47,98,76.68,74.49
U10291,58,Male,5.8,3,Non-Vegetarian,4.3,Medium,67,537.67,66,46.2,42.3
U10292,22,Female,9.6,1,Non-Vegetarian,1.3,Medium,213,461.91,54,66.0,62.11
U10293,58,Male,8.1,10,Vegetarian,7.3,Low,66,449.27,72,40.05,38.24
U10294,44,Male,9.4,7,Non-Vegetarian,11.7,Medium,355,556.89,57,20.84,18.77
U10295,19,Female,7.8,7,Non-Vegetarian,3.1,Medium,437,371.72,89,75.76,71.4
U10296,29,Female,7.1,4,Vegetarian,11.5,Medium,333,364.57,77,65.03,65.95
U10297,45,Female,5.4,1,Non-Vegetarian,11.5,Low,282,555.31,69,22.86,25.43
U10298,30,Female,5.7,1,Vegetarian,11.1,Low,413,200.93,71,81.5,84.36
U10299,38,Male,5.1,9,Non-Vegetarian,5.7,Low,184,599.12,91,20.62,23.8
U10300,25,Female,8.0,7,Non-Vegetarian,7.9,Low,373,396.03,56,39.68,35.25
U10301,29,Male,4.8,2,Non-Vegetarian,9.2,Medium,143,410.75,88,69.48,69.79
U10302,58,Male,9.3,3,Non-Vegetarian,5.8,High,487,515.49,76,56.24,58.03
U10303,28,Female,9.2,7,Non-Vegetarian,10.9,Low,277,418.25,47,31.3,35.76
U10304,36,Male,4.1,4,Non-Vegetarian,9.5,Low,141,509.99,75,30.63,29.09
U10305,25,Male,7.9,5,Vegan,11.7,Low,115,351.52,74,59.36,64.22
U10306,44,Male,7.8,3,Non-Vegetarian,5.0,Low,7,402.37,62,60.9,56.34
U10307,24,Male,7.8,10,Non-Vegetarian,7.8,High,182,393.67,93,71.15,71.55
U10308,38,Female,8.2,9,Non-Vegetarian,7.7,Low,334,364.1,67,47.99,50.43
U10309,44,Male,7.6,2,Vegan,11.0,Medium,314,387.69,79,68.31,67.29
U10310,31,Female,4.2,7,Non-Vegetarian,6.0,Low,390,447.2,40,18.07,17.7
U10311,49,Female,8.2,10,Non-Vegetarian,9.0,Low,476,296.11,93,65.53,69.73
U10312,46,Female,4.6,3,Vegetarian,5.5,Low,61,562.94,59,24.41,26.13
U10313,41,Female,7.0,9,Non-Vegetarian,4.3,Low,96,543.64,43,13.52,16.46
U10314,45,Male,9.6,10,Non-Vegetarian,2.3,Medium,69,374.2,98,86.0,89.4
U10315,41,Female,4.4,10,Vegan,9.0,High,435,253.27,95,81.89,86.3
U10316,19,Male,8.6,2,Vegetarian,5.0,Medium,258,442.13,99,81.35,77.81
U10317,48,Female,9.7,9,Non-Vegetarian,4.2,Medium,479,558.17,57,25.99,24.61
U10318,29,Male,9.6,1,Non-Vegetarian,8.8,Low,494,445.17,73,51.42,53.72
U10319,18,Female,6.0,4,Vegetarian,3.0,Medium,225,518.96,55,41.01,39.52
U10320,38,Male,8.1,4,Non-Vegetarian,4.0,Low,98,317.16,85,84.88,84.7
U10321,46,Other,7.9,8,Vegetarian,8.0,Medium,71,584.56,69,28.45,24.56
U10322,47,Female,6.6,5,Non-Vegetarian,4.6,Low,63,484.93,67,42.72,44.54
U10323,59,Male,6.7,1,Vegan,3.3,Low,389,340.27,96,84.96,85.53
U10324,18,Male,9.3,10,Non-Vegetarian,8.7,Medium,203,334.48,73,67.24,68.45
U10325,39,Male,6.4,7,Vegetarian,2.0,High,469,467.02,80,58.58,58.73
U10326,59,Female,9.9,10,Non-Vegetarian,3.6,Medium,393,221.72,66,87.59,91.41
U10327,25,Male,4.5,5,Vegetarian,6.1,Low,404,227.3,61,69.39,65.14
U10328,30,Female,5.0,10,Vegetarian,11.3,Low,433,334.39,85,46.16,49.76
U10329,31,Male,5.2,1,Non-Vegetarian,4.3,Low,191,380.3,89,74.25,78.22
U10330,59,Female,5.4,4,Vegetarian,7.5,High,446,419.94,63,54.14,55.45
U10331,18,Female,4.9,10,Non-Vegetarian,5.9,Medium,324,558.02,66,19.47,21.72
U10332,49,Other,9.7,1,Non-Vegetarian,11.0,Medium,212,502.32,55,45.44,41.04
U10333,55,Female,4.3,4,Non-Vegetarian,9.7,Low,124,465.05,61,31.56,30.45
U10334,29,Female,5.9,5,Vegetarian,10.4,Medium,478,251.35,52,65.75,61.94
U10335,33,Female,7.2,6,Non-Vegetarian,6.3,Medium,227,496.02,63,42.24,42.31
U10336,41,Female,4.7,5,Vegetarian,10.2,Low,79,219.57,86,83.93,87.89
U10337,37,Female,4.9,7,Vegan,4.7,Low,277,211.19,57,71.51,66.71
U10338,49,Male,8.2,3,Vegan,3.8,High,384,582.38,99,59.46,60.1
U10339,44,Male,8.7,8,Vegetarian,1.8,Low,282,451.9,45,35.24,32.07
U10340,51,Male,7.3,3,Non-Vegetarian,9.7,Medium,108,557.91,82,44.9,40.78
U10341,39,Male,5.3,1,Vegetarian,3.7,Low,85,548.72,75,42.4,39.54
U10342,20,Male,4.9,8,Vegetarian,2.2,High,9,567.89,61,36.17,38.94
U10343,34,Male,7.8,7,Non-Vegetarian,3.3,Medium,280,446.74,40,41.59,46.26
U10344,31,Female,5.2,8,Non-Vegetarian,6.3,Low,55,349.47,73,57.1,59.71
U10345,44,Female,5.1,7,Vegetarian,7.9,Low,378,461.5,71,30.37,27.54
U10346,56,Male,6.7,4,Non-Vegetarian,7.6,Medium,154,202.11,62,93.24,95.19
U10347,37,Female,6.1,4,Non-Vegetarian,3.0,Medium,40,347.89,56,73.92,74.57
U10348,48,Other,5.6,7,Non-Vegetarian,10.5,Medium,318,489.18,86,41.56,39.75
U10349,58,Male,8.3,8,Vegan,8.2,Low,484,308.14,52,48.26,44.89
U10350,48,Male,9.8,7,Non-Vegetarian,9.6,High,29,595.19,72,37.42,38.38
U10351,46,Male,7.5,9,Non-Vegetarian,10.8,Medium,225,324.28,59,56.75,57.54
U10352,59,Male,8.4,8,Vegan,6.7,Low,328,592.59,77,18.92,14.4
U10353,49,Female,5.8,3,Vegetarian,3.7,Low,76,294.27,96,92.49,91.54
U10354,47,Female,5.0,3,Vegan,7.6,Low,64,533.41,72,33.42,33.17
U10355,44,Male,5.0,4,Non-Vegetarian,10.8,Low,325,566.25,89,24.42,25.46
U10356,36,Male,7.1,4,Non-Vegetarian,1.1,Medium,494,504.34,76,53.61,51.03
U10357,45,Female,7.0,1,Vegan,11.2,Low,302,574.37,64,20.43,24.75
U10358,27,Female,7.1,3,Vegetarian,6.0,Medium,280,319.47,90,90.36,93.38
U10359,33,Female,9.4,5,Non-Vegetarian,10.6,Low,334,338.42,66,57.82,60.38
U10360,48,Female,8.7,10,Non-Vegetarian,8.3,Low,225,512.4,75,27.55,29.48
U10361,27,Female,6.1,6,Non-Vegetarian,11.4,Medium,337,257.62,54,65.42,66.94
U10362,27,Male,7.6,6,Non-Vegetarian,5.8,Low,230,390.65,91,65.29,68.93
U10363,45,Female,8.4,10,Vegetarian,1.7,High,106,490.4,63,51.9,51.33
U10364,29,Male,9.3,9,Vegan,8.5,Low,274,247.71,87,79.58,80.67
U10365,50,Male,7.2,5,Non-Vegetarian,8.7,Medium,146,552.86,91,46.79,42.23
U10366,45,Male,4.5,5,Vegetarian,6.6,High,169,511.8,57,38.92,38.5
U10367,35,Female,9.7,1,Vegetarian,11.6,Low,468,409.84,77,55.83,53.28
U10368,45,Female,6.1,9,Vegan,9.6,Low,55,324.8,58,48.57,48.15
U10369,45,Male,9.3,3,Non-Vegetarian,5.8,High,68,227.46,72,100.0,100.0
U10370,56,Female,5.4,5,Non-Vegetarian,2.7,Low,384,535.3,92,40.85,38.69
U10371,31,Female,8.8,2,Non-Vegetarian,11.0,Low,220,419.57,98,66.77,70.8
U10372,25,Female,4.2,1,Non-Vegetarian,7.4,High,135,338.79,41,66.64,70.35
U10373,47,Male,8.7,4,Vegan,10.9,High,103,386.95,67,70.0,65.76
U10374,53,Female,5.5,5,Non-Vegetarian,5.6,Low,9,577.6,87,34.65,39.18
U10375,20,Male,7.3,6,Vegetarian,5.6,High,45,226.96,47,88.97,91.09
U10376,27,Male,5.6,10,Non-Vegetarian,1.9,High,2,269.15,84,95.45,98.84
U10377,26,Female,8.4,5,Non-Vegetarian,9.9,Medium,209,251.49,76,88.85,88.76
U10378,57,Female,5.8,4,Non-Vegetarian,3.5,Low,169,402.09,61,53.45,49.06
U10379,30,Male,9.0,1,Non-Vegetarian,8.6,Medium,477,437.2,70,60.69,56.73
U10380,39,Male,5.5,4,Non-Vegetarian,6.1,Medium,38,363.62,53,63.99,65.37
U10381,41,Male,9.7,3,Non-Vegetarian,4.0,Medium,5,580.07,47,39.12,34.77
U10382,24,Female,5.6,5,Vegan,7.7,Medium,394,329.46,83,73.36,69.05
U10383,30,Male,6.0,5,Vegetarian,11.3,Low,426,356.89,86,55.05,57.89
U10384,23,Female,9.6,8,Non-Vegetarian,6.9,Low,263,338.39,78,65.19,69.01
U10385,27,Female,7.1,6,Vegan,3.1,Low,384,352.62,69,60.6,58.35
U10386,28,Female,6.3,2,Non-Vegetarian,11.9,Low,282,570.31,75,22.56,20.34
U10387,46,Female,5.4,10,Non-Vegetarian,8.9,Medium,325,585.26,76,16.41,15.27
U10388,33,Other,5.5,6,Non-Vegetarian,3.6,Medium,458,494.78,78,45.98,43.36
U10389,37,Female,9.7,8,Non-Vegetarian,3.8,High,480,354.34,90,84.04,86.55
U10390,38,Female,5.4,1,Non-Vegetarian,9.1,High,35,427.24,59,62.74,62.3
U10391,46,Female,9.1,4,Non-Vegetarian,3.2,Medium,106,467.79,91,75.82,73.9
U10392,31,Male,5.4,10,Non-Vegetarian,7.8,Low,202,316.88,65,49.75,51.68
U10393,58,Male,10.0,2,Non-Vegetarian,4.0,Medium,381,317.71,52,80.43,83.29
U10394,33,Male,6.8,6,Non-Vegetarian,9.8,Medium,35,201.52,77,96.11,99.41
U10395,26,Female,7.5,8,Non-Vegetarian,11.2,Medium,65,209.07,94,98.06,97.9
U10396,23,Female,9.3,9,Non-Vegetarian,4.8,Medium,304,468.62,92,60.22,57.59
U10397,55,Male,7.7,7,Non-Vegetarian,4.1,Low,438,304.39,57,59.26,56.48
U10398,46,Female,8.1,3,Vegetarian,7.4,High,185,423.68,43,56.29,51.86
U10399,35,Male,6.3,9,Vegetarian,8.8,Low,115,209.2,70,74.23,73.12
U10400,41,Female,6.1,8,Vegetarian,6.8,Medium,393,237.82,88,87.5,92.03
U10401,34,Male,8.8,10,Vegetarian,5.5,Low,398,360.18,86,59.36,60.85
U10402,53,Other,5.9,10,Non-Vegetarian,4.6,Low,52,232.13,88,84.17,84.84
U10403,38,Male,9.1,9,Non-Vegetarian,5.3,Low,474,533.51,43,10.35,6.13
U10404,36,Male,7.7,3,Non-Vegetarian,5.3,Low,199,209.44,44,79.56,81.74
U10405,40,Female,5.6,7,Non-Vegetarian,10.3,Medium,21,477.37,48,30.77,33.65
U10406,44,Female,5.1,2,Non-Vegetarian,9.9,High,303,483.12,65,47.27,49.87
U10407,28,Male,9.3,1,Non-Vegetarian,7.1,High,136,492.61,84,73.13,69.0
U10408,43,Female,10.0,8,Vegan,11.7,Low,240,426.18,61,36.12,38.44
U10409,28,Male,7.3,2,Non-Vegetarian,2.8,Medium,188,221.0,60,100.0,95.16
U10410,39,Male,5.5,4,Non-Vegetarian,11.3,Low,221,357.81,62,48.0,46.35
U10411,36,Male,5.5,1,Vegetarian,7.0,Medium,393,490.41,40,33.9,36.8
U10412,25,Male,9.8,9,Vegetarian,11.0,Medium,114,337.44,87,75.08,76.41
U10413,40,Female,6.9,6,Non-Vegetarian,9.2,Medium,317,556.45,75,31.42,33.4
U10414,40,Male,8.9,3,Non-Vegetarian,9.2,Medium,244,412.3,81,69.9,72.25
U10415,57,Female,8.7,3,Non-Vegetarian,5.3,Low,147,479.63,41,36.07,36.51
U10416,26,Other,6.0,10,Non-Vegetarian,7.2,Low,455,359.83,42,28.13,27.95
U10417,41,Female,8.1,9,Non-Vegetarian,8.9,Medium,290,451.89,66,41.74,41.96
U10418,29,Female,8.6,3,Non-Vegetarian,7.4,Medium,203,397.12,65,67.35,63.38
U10419,29,Male,8.7,7,Vegan,3.0,Medium,81,451.09,60,57.1,58.78
U10420,49,Female,9.7,8,Non-Vegetarian,4.5,High,471,278.61,52,76.8,77.4
U10421,19,Male,7.3,10,Non-Vegetarian,8.1,Low,412,394.62,64,35.44,39.73
U10422,23,Male,5.2,9,Non-Vegetarian,6.4,Medium,23,456.7,75,48.72,50.23
U10423,21,Female,5.1,7,Non-Vegetarian,3.8,High,359,389.24,61,58.95,62.06
U10424,30,Female,7.8,2,Non-Vegetarian,6.6,Medium,407,337.12,93,88.87,88.62
U10425,53,Female,9.0,1,Vegetarian,11.6,Low,55,549.18,67,34.47,36.76
U10426,58,Female,5.4,1,Non-Vegetarian,11.8,Medium,231,597.63,88,35.87,37.68
U10427,56,Male,9.1,5,Non-Vegetarian,6.8,Low,231,245.86,56,75.4,79.59
U10428,55,Female,9.9,4,Non-Vegetarian,7.6,Medium,27,543.55,85,56.77,59.26
U10429,35,Female,10.0,5,Non-Vegetarian,11.1,High,360,518.13,40,29.8,26.39
U10430,32,Male,9.2,10,Vegan,1.6,Medium,431,561.86,66,31.74,27.44
U10431,50,Female,4.1,8,Vegetarian,11.9,Medium,174,325.07,50,46.69,46.66
U10432,59,Male,4.0,8,Vegetarian,5.4,Low,416,351.11,55,39.56,41.89
U10433,47,Female,9.6,8,Non-Vegetarian,3.0,Medium,381,421.15,86,68.89,67.84
U10434,53,Female,4.7,10,Non-Vegetarian,9.5,Low,451,522.45,99,23.55,24.79
U10435,42,Male,5.6,9,Vegetarian,8.5,Low,9,315.67,94,69.66,66.05
U10436,21,Female,9.3,4,Vegetarian,9.4,Low,24,384.63,68,60.92,61.01
U10437,35,Female,6.4,5,Non-Vegetarian,7.0,High,254,413.7,80,68.27,66.38
U10438,50,Male,5.7,8,Non-Vegetarian,9.2,High,227,487.94,89,50.24,48.7
U10439,37,Male,5.0,5,Non-Vegetarian,7.1,Medium,127,225.89,64,86.16,86.08
U10440,59,Female,9.2,10,Non-Vegetarian,11.5,High,216,545.99,40,15.83,15.88
U10441,38,Male,7.2,9,Non-Vegetarian,2.4,Medium,30,491.2,51,40.83,45.12
U10442,18,Female,5.6,2,Non-Vegetarian,1.5,Low,372,336.16,82,77.48,82.16
U10443,51,Female,7.2,2,Non-Vegetarian,9.1,High,403,424.94,58,56.87,54.58
U10444,26,Female,9.6,7,Non-Vegetarian,7.0,Low,99,562.15,53,20.53,22.82
U10445,18,Male,4.5,3,Non-Vegetarian,3.4,Medium,50,469.08,93,70.22,71.36
U10446,44,Female,7.3,6,Vegetarian,5.2,High,62,285.77,96,100.0,100.0
U10447,32,Male,7.7,10,Vegan,5.5,Low,377,306.98,82,64.45,64.48
U10448,41,Other,4.7,9,Non-Vegetarian,5.1,Medium,443,219.28,68,77.34,79.43
U10449,42,Male,8.1,10,Non-Vegetarian,9.5,Low,264,225.62,95,81.57,81.96
U10450,51,Male,8.5,5,Non-Vegetarian,11.1,Low,293,357.26,70,54.95,56.44
U10451,27,Male,8.5,7,Non-Vegetarian,4.2,Low,215,462.96,54,37.24,39.86
U10452,47,Male,5.0,8,Vegetarian,1.8,High,318,442.44,50,46.2,48.45
U10453,58,Female,7.8,6,Non-Vegetarian,8.6,Low,361,233.66,99,89.04,87.16
U10454,42,Male,7.5,7,Vegetarian,10.2,Medium,4,309.51,71,74.54,74.94
U10455,20,Female,5.4,10,Non-Vegetarian,4.5,Medium,404,273.51,83,76.88,81.77
U10456,39,Female,4.1,10,Non-Vegetarian,9.3,Medium,4,412.67,71,45.89,42.72
U10457,57,Female,9.8,3,Non-Vegetarian,9.3,Low,99,549.08,44,23.16,23.68
U10458,41,Female,8.8,9,Non-Vegetarian,4.9,Low,124,412.42,76,54.03,57.24
U10459,44,Female,8.2,3,Non-Vegetarian,11.1,Low,156,299.09,83,77.28,76.4
U10460,43,Female,5.9,2,Vegetarian,5.1,Medium,416,508.28,50,37.12,37.32
U10461,33,Female,6.8,9,Non-Vegetarian,1.8,Medium,348,286.79,96,91.14,86.57
U10462,55,Male,7.6,10,Vegan,2.0,Medium,203,501.35,93,56.08,60.13
U10463,58,Male,4.3,1,Non-Vegetarian,8.0,Low,293,564.45,96,37.66,38.03
U10464,21,Female,7.1,1,Non-Vegetarian,1.7,Medium,438,596.47,95,53.98,57.02
U10465,40,Male,6.6,8,Non-Vegetarian,8.4,High,169,541.09,99,50.54,47.85
U10466,36,Female,6.2,5,Non-Vegetarian,6.3,Low,118,572.14,63,21.73,19.75
U10467,32,Female,7.5,6,Vegetarian,11.0,Medium,481,472.64,50,28.11,25.55
U10468,48,Male,5.7,9,Non-Vegetarian,7.3,Low,324,558.45,55,5.39,4.52
U10469,41,Male,5.3,6,Vegetarian,11.9,Medium,152,379.22,72,55.51,53.01
U10470,28,Male,8.8,10,Non-Vegetarian,10.3,Medium,298,247.16,55,67.5,67.01
U10471,27,Female,5.4,6,Non-Vegetarian,1.6,Medium,238,269.06,53,78.3,73.84
U10472,25,Male,5.2,8,Non-Vegetarian,1.1,Medium,112,549.45,42,24.93,25.71
U10473,20,Male,5.1,10,Non-Vegetarian,8.5,Low,361,274.35,67,53.01,50.36
U10474,36,Male,7.6,9,Non-Vegetarian,2.8,Medium,411,286.0,88,86.11,85.35
U10475,21,Female,6.9,8,Non-Vegetarian,11.5,High,8,422.65,56,47.95,52.57
U10476,46,Male,7.2,3,Vegetarian,1.3,High,31,583.6,71,54.06,49.34
U10477,58,Male,7.4,8,Vegetarian,10.1,High,243,523.11,42,22.6,21.09
U10478,38,Female,4.7,5,Non-Vegetarian,10.7,Medium,334,327.07,64,59.16,62.63
U10479,26,Male,6.7,9,Non-Vegetarian,8.3,Low,459,345.53,68,45.18,45.17
U10480,35,Male,8.0,5,Vegan,2.9,Low,261,530.44,95,50.52,48.64
U10481,36,Female,5.0,6,Vegetarian,1.1,Low,180,368.4,53,52.85,51.55
U10482,34,Male,5.7,10,Non-Vegetarian,1.4,Medium,303,515.68,69,36.79,33.64
U10483,41,Male,5.8,10,Vegetarian,7.6,Low,62,206.71,96,87.51,84.27
U10484,23,Male,8.3,2,Non-Vegetarian,4.8,Low,58,307.35,61,78.52,81.93
U10485,48,Male,4.3,10,Vegetarian,6.6,Low,17,327.99,58,47.7,43.62
U10486,44,Female,8.9,4,Vegetarian,6.9,Low,89,554.75,85,42.71,41.36
U10487,51,Male,8.0,1,Non-Vegetarian,8.3,Medium,286,416.54,64,63.41,59.01
